Date (CET),Bid Price
2024-03-06 8:00:00,4.6
2024-03-06 12:00:00,5.3
2024-03-06 16:00:00,0.0
2024-03-06 20:00:00,1.7
2024-03-07 0:00:00,2.7
2024-03-07 4:00:00,1.2
2024-03-07 8:00:00,3.8
2024-03-07 12:00:00,8.1
2024-03-07 16:00:00,0.2
2024-03-07 20:00:00,1.5
2024-03-08 0:00:00,2.9
2024-03-08 4:00:00,3.2
2024-03-08 8:00:00,0.6
2024-03-08 12:00:00,18.3
2024-03-08 16:00:00,8.0
2024-03-08 20:00:00,2.4
2024-03-09 0:00:00,4.1
2024-03-09 4:00:00,3.4
2024-03-09 8:00:00,10.3
2024-03-09 12:00:00,29.1
2024-03-09 16:00:00,4.2
2024-03-09 20:00:00,3.9
2024-03-10 0:00:00,7.1
2024-03-10 4:00:00,5.1
2024-03-10 8:00:00,12.9
2024-03-10 12:00:00,28.1
2024-03-10 16:00:00,8.1
2024-03-10 20:00:00,3.7
2024-03-11 0:00:00,5.4
2024-03-11 4:00:00,5.4
